DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,LabDup,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Dissolved Chloride,16887-00-6,,2.76,1,mg/L,EPA 300.0 [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Specific Conductance,0,,147,5,µmhos/cm@25°C,Std Method 2510-B [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Total Dissolved Solids,0,,98,2.5,mg/L,Std Method 2540 C [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Total Suspended Solids,0,,14.3,2.5,mg/L,Std Method 2540 D [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Dissolved Sulfate,14808-79-8,,6.41,1,mg/L,EPA 300.0 [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Field Specific Conductance,0,, 145,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Field Dissolved Oxygen,0,, 11.4,,mg/L,EPA 360.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Field pH,0,, 6.9,,pH Units,EPA 150.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Field Water Temperature,0,, 9.5,,°C,EPA 170.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",SACRAMENTO R A VINA BR NR CORNING,SACRAMENTO R A VINA ,A0270000,N0224B0280,02/13/2024 08:35,Field Turbidity,0,, 7.5,,F.N.U.,"Turbidity, Sonde [D-2]*",.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Dissolved Chloride,16887-00-6,,4.47,1,mg/L,EPA 300.0 [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Specific Conductance,0,,453,5,µmhos/cm@25°C,Std Method 2510-B [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Total Dissolved Solids,0,,267,2.5,mg/L,Std Method 2540 C [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Total Suspended Solids,0,,9.4,2.5,mg/L,Std Method 2540 D [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Dissolved Sulfate,14808-79-8,,45.1,5,mg/L,EPA 300.0 [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Field Specific Conductance,0,, 436.9,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Field Dissolved Oxygen,0,, 11.29,,mg/L,EPA 360.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Field (Bottom) pH,0,, 8.3,,pH Units,EPA 150.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Field Water Temperature,0,, 8.9,,°C,EPA 170.1 (Field) [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",(User Defined),(User Defined),(UserDefined),N0224B0436,02/13/2024 09:05,Field Turbidity,0,, 7,,F.N.U.,"Turbidity, Sonde [D-2]*",.15 Meters,"Water, Natural",Normal Sample,0,,,
4804,"3000 - Public, Review Status Unknown",DEER C A HWY 99E NR VINA         ,DEER C A HWY 99E NR ,A0432101,N0224B0281,02/13/2024 09:10,Dissolved Chloride,16887-00-6,,2.14,1,mg/L,EPA 300.0 [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",DEER C A HWY 99E NR VINA         ,DEER C A HWY 99E NR ,A0432101,N0224B0281,02/13/2024 09:10,Specific Conductance,0,Y,112,5,µmhos/cm@25°C,Std Method 2510-B [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",DEER C A HWY 99E NR VINA         ,DEER C A HWY 99E NR ,A0432101,N0224B0281,02/13/2024 09:10,Specific Conductance,0,,112,5,µmhos/cm@25°C,Std Method 2510-B [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",DEER C A HWY 99E NR VINA         ,DEER C A HWY 99E NR ,A0432101,N0224B0281,02/13/2024 09:10,Total Dissolved Solids,0,,88,2.5,mg/L,Std Method 2540 C [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
4804,"3000 - Public, Review Status Unknown",DEER C A HWY 99E NR VINA         ,DEER C A HWY 99E NR ,A0432101,N0224B0281,02/13/2024 09:10,Total Suspended Solids,0,,<2.5,2.5,mg/L,Std Method 2540 D [1]*,.15 Meters,"Water, Natural",Normal Sample,0,,,N
