DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,LabDup,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
6301,"3500 - Public, Reviewed and Validated",Grant Line Canal near Old River,GLC n. OR,B9D72921327,CF0124B0010,01/09/2024 10:28,Total Suspended Solids,0,,7.9,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Grant Line Canal near Old River,GLC n. OR,B9D72921327,CF0124B0010,01/09/2024 10:28,Field Chlorophyll Volume,0,, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Grant Line Canal near Old River,GLC n. OR,B9D72921327,CF0124B0010,01/09/2024 10:28,Field Specific Conductance,0,, 775,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Grant Line Canal near Old River,GLC n. OR,B9D72921327,CF0124B0010,01/09/2024 10:28,Field Dissolved Oxygen,0,, 10.12,,mg/L,ASTM Method D888-09-C (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Grant Line Canal near Old River,GLC n. OR,B9D72921327,CF0124B0010,01/09/2024 10:28,Field pH,0,, 7.67,,pH Units,SM 4500-H B-2000 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Grant Line Canal near Old River,GLC n. OR,B9D72921327,CF0124B0010,01/09/2024 10:28,Field Water Temperature,0,, 9.447,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Grant Line Canal near Old River,GLC n. OR,B9D72921327,CF0124B0010,01/09/2024 10:28,Field Turbidity,0,, 7.4,,F.N.U.,"Turbidity, Sonde [D-2]*",1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CF0124B0011,01/09/2024 11:02,Total Suspended Solids,0,,4.3,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CF0124B0011,01/09/2024 11:02,Field Chlorophyll Volume,0,, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CF0124B0011,01/09/2024 11:02,Field Specific Conductance,0,, 746,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CF0124B0011,01/09/2024 11:02,Field Dissolved Oxygen,0,, 9.97,,mg/L,ASTM Method D888-09-C (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CF0124B0011,01/09/2024 11:02,Field pH,0,, 7.61,,pH Units,SM 4500-H B-2000 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CF0124B0011,01/09/2024 11:02,Field Water Temperature,0,, 9.684,,°C,EPA 170.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CF0124B0011,01/09/2024 11:02,Field Turbidity,0,, 4.26,,F.N.U.,"Turbidity, Sonde [D-2]*",1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Upstream of Mountain House Creek,OR up Mtn House Crk,B9537000,CF0124B0012,01/09/2024 11:32,Total Suspended Solids,0,Y,4.5,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River Upstream of Mountain House Creek,OR up Mtn House Crk,B9537000,CF0124B0012,01/09/2024 11:32,Total Suspended Solids,0,,4.3,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
6301,"3500 - Public, Reviewed and Validated",Old River Upstream of Mountain House Creek,OR up Mtn House Crk,B9537000,CF0124B0012,01/09/2024 11:32,Field Chlorophyll Volume,0,, 500,,mL,Chlorophyll Volume Filtered [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Upstream of Mountain House Creek,OR up Mtn House Crk,B9537000,CF0124B0012,01/09/2024 11:32,Field Specific Conductance,0,, 1093,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
6301,"3500 - Public, Reviewed and Validated",Old River Upstream of Mountain House Creek,OR up Mtn House Crk,B9537000,CF0124B0012,01/09/2024 11:32,Field Dissolved Oxygen,0,, 9.13,,mg/L,ASTM Method D888-09-C (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
